listing_id,author,rating,comments,Polarity,Sentiment
12290314,Ammar,5,Jeffery was an amazing host! Communication was on point! Would definitely come back to stay in his home!,0.31250000000000006,Negative
12290314,Thomas,5,"Such a great experience at Jeffrey’s condo. Easy check-in, spotless conditions- everything you need to make yourself at home ( & then some). If you want to be in the middle of everything , this it. Also enjoy one of the comfiest beds around",0.32666666666666666,Negative
12290314,Janna,5,"We were able to walk to so many places from this location! I had never stayed in a high rise before and this was a really cool way to do it. It was cozy, sparkling clean, and romantic.",0.2573809523809524,Negative
12290314,Adrian,5,"Lovely place, modern and chic with a stunning view onto Yonge and Dundas",0.39999999999999997,Negative
12290314,Carson,5,"A little bit smaller than you'd expect, but still a great spot! Very comfortable bed, incredibly convenient / easy to access anything you'd need. Particularly great for business travel.",0.4951190476190476,Negative
12290314,Tyler,5,Place was wonderful with a beautiful view. Had everything we needed and the place was very clean.,0.7755555555555556,Positve
12290314,Brian,5,Jeffrey was an incredible host.  His place has a fabulous view on the 40th floor right in the middle of downtown Toronto 1 block away the Eaton Centre and close to everything we wanted,0.39642857142857146,Negative
12290314,Matt,5,Another great stay in Toronto! Jeffery makes our stay a breeze by making check-in super simple. The condo has amazing views and is comfortable and luxurious.,0.4666666666666667,Negative
12290314,Sonya,5,Absolutely wonderful! Condo was clean and very conveniently located. No issues with noise and very easy to check in and out. We could either walk to everything or Uber to where we needed to go. Jeffrey was an amazing host,0.546,Positve
12290314,Matt,5,Phenomenal condo with incredible sweeping views of downtown Toronto. Beautifully appointed with all the amenities of home! Super easy check-in and check-out and the location is UNbeatable.,0.6333333333333334,Positve
18254263,Sham,5,Very nice condo,0.78,Positve
18254263,Brittney,5,This place was perfect for what we needed. It was super clean and Johnny was very good at responding.,0.6525,Positve
18254263,Madi,5,"An absolutely gorgeous stay, you won’t be disappointed!",-0.11875000000000002,Negative
18254263,Ashley,5,"It was as expected, nice location, fair price.",0.39999999999999997,Negative
18254263,Lauryn,5,"A had a great Air Bnb experience.  Johnny was super on point w/check-in instructions and a very thoughtout apt layout which included all the amenities, even delicious free coffee.  The pool, view and location were just added bonuses.  I will recommend it to others and stay again.",0.5555555555555555,Positve
18254263,Cory,5,Excellent value and great location. Would stay again.,0.9,Positve
18254263,Carissa,5,"This space was a perfect location for a downtown long weekend. We were able to walk to several nearby restaurants and felt safe in the neighborhood. Very close to groceries and restaurants. The building did appear to be younger, college aged folks and you could hear dogs barking or chatting in the halls/neighboring rooms. The balcony is a lovely space to be able to enjoy the breeze and step out for a quick view. The access to pool and hot tub are a nice amenitily here, although we did not use either so I cannot speak to them. The building has an alert and active security team who were friendly and helped enter the building if we needed. Johnny was a wonderfully gracious host and was very responsive to any messages or inquiries. I would stay here again if ever to return to Toronto.",0.33749999999999997,Negative
18254263,Karlee,5,"Great view, easy check in. Perfect for a couple of people, a little tight with 4 but the view definitely made it worth it for us. Loved having the washer and dryer. Easy check in. Overal 10/10",0.36673280423280424,Negative
18254263,James,5,"Only stayed here for a night as a hold over while waiting on our plane. Johnny was incredibly helpful in advance with local suggestions. Clean, well kept room with easy check in and great view. Several small amenities that made a huge difference. Washer and dryer with detergent was a life saver after several days of snow activities with limited number of socks. Strong recommend to anyone.",0.25099206349206343,Negative
18254263,Reign,5,Great stay! I would highly recommend.,0.58,Positve
15239234,Joe,4,Great view of the city,0.8,Positve
15239234,Josie,5,"Laura's lovely apartment is ideally located for the theatre district and was ABSOLUTELY gorgeous. Awesome layout, lovely clean decor, and a super comfy bed, all in a terrific neighborhood. We had a little bit of trouble with the lockbox and Laura's response and problem solving were instantaneous and effective. She is a gracious host and super helpful. We couldn't recommend this spot more enthusiastically!",0.4208333333333333,Negative
15239234,Yannick,5,"Very happy with the accommodation - everything was clean, location and amenities were great, and Laura was very responsive to any questions or requests we had.  Recommended!",0.6041666666666667,Positve
15239234,Mark,5,A comfortable reasonably priced place in an excellent location in Toronto. A great check in process and excellent communication from the host. Highly recommend this place.,0.5933333333333334,Positve
15239234,Yasemin,5,"Great location, cute place!",0.7125,Positve
15239234,Shaina,5,"Laura's loft was in a great area of Toronto. A little bit difficult to find for us country people, but once we navigated and found everything we didnt have to use our vehicle again. We were able to walk to anything we sought out. The space was clean and decorated beautifully.  We would definitely stay here again.",0.2613095238095238,Negative
15239234,Christian,5,A very cozy and comfortable complex located within walking distance of the city centre.,-0.05333333333333332,Negative
15239234,Tara,5,"Great space! Super clean, beautiful apartment. Perfect for 2 people, easy walk to many great restaurants and shops. Great neighborhood!",0.6981481481481482,Positve
15239234,David,5,Great way to travel and Laura is an awesome host to deal with.,0.9,Positve
15239234,Tracey,5,"A perfect nest for a weekend in the city, right in the middle of everything!",0.42857142857142855,Negative
10835701,Ramin,5,Great space! Clean and cozy!,0.37222222222222223,Negative
10835701,Phillip,4,"Clean and nice, but wifi is very slow and neighbors were loud every night. Location is solid. Shower was decent",0.14055555555555554,Negative
10835701,Evan,4,Good place to stay! And close to lots of awesome places in Toronto.,0.9375,Positve
10835701,Dany,3,"The hot water doesn't work and I reported this, but to no avail. I  requested to stay an hour extra, but I was kicked out in the snow storm. How rude and inconsiderate. I requested the night before when I noticed my brother would be running late in picking me up...",-0.0875,Negative
10835701,James,5,"Great location, was clean to perfection, and even had soap available. Made my first trip to Toronto a good one. There is no tv, but as a tech guy I think this helped. Made me want to go out and explore the town more. The location is within a 25 walk of the major museums and street cars and other transit are close by . Very secure and the front door to the building is locked . Felt very safe at night . Only negative thing I can say was the toilet paper roll holder was broke. . Thanks for a great stay .  Will definitely come again.",0.29942708333333334,Negative
10835701,Caitlin,3,"We had a fantastic time in Toronto! Our stay was good, however the space was a little smaller then we expected, and not extremely personal as we would have liked. The space was clean, and the view was nice, and did suit our last minute trip well however! Definitely would recommend for a short stay.",0.2065972222222222,Negative
10835701,Angelo,5,"awesome stay. great place for a single person, couple, or small group of friends/family. very clean and an absolutely perfect location. walls are thin and the neighbors were inconsiderate of that, but that’s not to the fault of the host. best stay i’ve had in toronto.",0.4444047619047619,Negative
10835701,Jenny,5,Great area!,1.0,Positve
10835701,Jessie,5,Nice comfy place,0.6,Positve
10835701,Kevin,5,Place was very clean and check in was super easy.,0.41444444444444445,Negative
9826723,Luiz,5,"Modern studio, very clean and fully stocked with complementary items and items that could  be purchased ( this was very convenient for me ) 
Very attentive host easy check in and check out great location close to all restaurants,  bars &  stores. 
Will definitely be back! 
Thank you Ivy",0.3757142857142857,Negative
9826723,Brijen,5,Very clean and fun place great place to stay would do it all over again,0.5255555555555556,Positve
9826723,Shaun,5,Ivy is a super hot! My flight was delayed and I checked in way later than planned and Ivy was so helpful and quick to respond to make sure I was able to get checked in.,0.3298611111111111,Negative
9826723,Malcolm,5,Ivy was a great host. The communication was fast and efficient. The check in process was smooth and she was very accommodating. I was only there for one night but it was an effortless process. She also had any and everything you could need within the property.,0.31999999999999995,Negative
9826723,Rafael,5,"Yvana was great, accessible and very responsive. The place is immaculate.",0.4583333333333333,Negative
9826723,David,4,All good but the bed is small for two people.,0.22499999999999998,Negative
9826723,Erica,5,Great place in a great location. Recommend for business trips.,0.8,Positve
9826723,Kristen,5,"Easy check in, fantastic location, and absolutely spotless - a perfect stay. The place is bright with floor-to-ceiling windows perfect for watching a snowstorm roll in :) I was very impressed with how clean and well-laid out the place is. Ivy is extremely responsive and a top notch host -- our flight got cancelled due to weather woes and she was super communicative and flexible.",0.4756410256410256,Negative
9826723,Kevin,5,Condo was excellent. Great location between King st and Queen st. Well appointed with a beautiful view.,0.8833333333333333,Positve
9826723,Coby,5,Excellent space in an unbelievably convenient location. Highly reccommend!,0.31666666666666665,Negative
15699861,Faris,5,Great place!,1.0,Positve
15699861,James,4,Great place to stay! Beautiful interior.,0.925,Positve
15699861,Austin,5,"Rolyn's place is great and in a nice part of town. He's very responsive and great. Two things I would point out for others: 1) there is no WiFi in the apartment. That is on purpose, but just make sure you are aware of that. 2) At night you'll have to park in either a parking garage nearby or on another street a block or two away. Not an issue, and we found parking really easily, but be aware of that. All in all his place was great and I would recommend.",0.5148148148148147,Positve
15699861,Melih,5,We had a great time at Rolyn's place. He was kind and gave us a nice tour of the apartment when we showed up. I would definitely stay there again.,0.5,Neutral
15699861,Alysia,5,"Beautifully clean, comfortable bed and the host is very sweet and friendly. No Wi-Fi here, no Netflix/hardlined access through TV and nobody claims otherwise... but the old school DVD option is kinda homey. For the price point and location (nearto Bloor St and bustle), it's worth staying.",0.3327777777777778,Negative
15699861,Thomas,5,"Good place, comfy bed, easy access to subway (and easy access to airport)!",0.5583333333333333,Positve
15699861,Ethan,5,Nice cozy apartment in a good location. Great communication with host and easy check in/check out. Thanks for letting us stay!,0.4305555555555556,Negative
15699861,Morgan,5,"Fantastic apartment on the outskirts of Toronto. It's right next to a train station, so you have easy access to public transit, and Rolyn is on top of his game. He's extremely considerate of guests and responds quickly. Seriously, what a DVD collection too. The speakers are a really nice touch as well. 10/10 definitely recommend.",0.1237012987012987,Negative
15699861,Liz,5,"Rolyn’s place was perfect for our quick stay in Toronto! We were able to walk to restaurants, bars, and shops. Would recommend!",0.6805555555555555,Positve
15699861,Dakota,5,"Had a good time, great locale",0.75,Positve
7132329,Van,5,"This place was absolutely above value. It had everything you could think of. Check in was a breeze with detailed instructions. The home was very comfortable with a full kitchen for all of your cooking needs. The building gym and sauna made for a great way to start the morning. Everything was within walking distance from shopping to dining to entertainment, thanks to the host guide it made things super easy. Highly recommend anyone to take advantage of the stay if its available.",0.3596666666666667,Negative
7132329,Fakari,5,"Imad’s condo was exactly as pictured! Upon arrival, Imad laid out very detailed instructions as to how to access and use different things throughout the condo and the building. He was extremely attentive and held a open line of communication for when I needed to reach him. The condo was very clean and central to location such as the CN tower, shopping centers, and several other locations. The condo was really cozy and made me feel right at home!",0.145109126984127,Negative
7132329,Chandler,5,"Imad’s place was perfect. Everything we wanted & more! Clean, cute and functional. I especially loved the location. Entrance is on a quite side street but still within walking distance to just about everything! Check-in and out were very easy. Imad was very prompt and helpful with the one question I had- would highly recommend and will be visiting again!",0.556875,Positve
7132329,Douglas,5,"Clean, well equipped, great location.  The condo is well organized, has a nice entertainment system, comfortable bed, and a great view.  It is in a convenient location with many stores and restaurants within a few minutes walk.  The assigned parking in the basement is both convenient and warm if you visit in the winter with easy access to the elevator. Highly recommended.",0.446,Negative
7132329,Caroline,5,"Fantastic location, clean and comfortable  apartment and great gym!",0.5416666666666667,Positve
7132329,Davy,5,Great place with stunning view! Walking up with a cup of coffee and a view of Toronto everyday was a dream.,0.4083333333333334,Negative
7132329,Lisa,5,This condo was perfect for our trip to Toronto for the 2019 Film Festival.  Very convenient downtown location.,0.6,Positve
7132329,Daniel,5,"Simply put, Amad's place is amazing. When I choose to stay somewhere, I'm very methodical in my choices that I make, so I did my research beforehand. All of that lead me to believe that I would not regret booking this place nearly 6 months in advance of my stay.

Overall, the place is just down right nice. No flairs, just everything you want/need. A comfortable and inviting 20th+ floor condo with a stunning view in the heart of a bustling and friendly neighborhood--what else could you ask for?  I can't recommend the spot enough. If you're willing to do a little walking and the weather is nice, this place is accessible to nearly the entire city. My girlfriend and I walked nearly 50 miles over 5 days because we we felt no need to not walk everywhere. 

Amad was great was well. He contacted me immediately after check in to make sure I did not have any trouble and answered the one question I did have during the stay right away. If something did go wrong, I am confident he would have handled it swiftly and without incident. 

I would not hesitate one second booking this place again.",0.204754556143445,Negative
7132329,Meilin (Linda),5,"Imad's place was located in a very convenient and central location, on the edge of downtown. Right downstairs is this supermarket called Rabba, a coffee shop called red rocket coffee, and Subway (sandwich place).
The view from the living room and the bedroom is great. Everything was very clean. Imad even provided extra towels which was very nice. The dishwasher however was broken just prior to our visit so that was really the only inconvenience we had. Even though we never met Imad, he was super responsive and helpful throughout the entire stay.",0.19112244897959188,Negative
7132329,Samantha,5,What a lovely home! We had a great time staying here. The location can't be beat; you are close to everything but out of the super touristy areas of downtown. Free parking made it so easy; though we left our car there and took public transit or lyft everywhere we went. The home is comfortable with plenty of space for two people and we loved the view! I highly recommend staying here.,0.4026666666666666,Negative
14925943,Myrna,4,It’s was good a couple things can be fix like the door to the balcony also the floor on the balcony..... other then that there no complains. Loved the view on the balcony.,0.425,Negative
14925943,Maurice,5,Bachelor suite that was very clean and the view is beautiful. Located 5 minutes from Union Station with a view on the 40th floor. Much recommended stay.,0.5088888888888888,Positve
14925943,Byron,5,Great views! Will definitely stay again,0.5,Neutral
14925943,Carter,5,Great location! Great place to stay!,1.0,Positve
14925943,Chris,4,"The TV was small, so it's better to just bring the laptop. Very clean, open kitchen space, ability to do laundry if need be. 

The elevators do take awhile to go up or down, so if you are in a rush. Allow 10 mins of extra time.",0.0951851851851852,Negative
14925943,Brandon,5,"Perfect location, incredible view and balcony.",0.95,Positve
14925943,Debra,5,When you stay here  you will have a sparkling clean location with breathtaking views in the heart of Toronto.  Highly recommend.,0.5088888888888888,Positve
14925943,Robert,5,"Excellent location. Very easy to access. I really loved the view, it's amazing! I really recommend it to everyone who travels!",0.6526666666666667,Positve
14925943,Fredrick,5,I love it,0.5,Neutral
14925943,Lindsay,5,"Beautiful view of the CN tower.  Great location downtown in the heart of toronto. Comfy bed. I only wish that the host would keep pots and pans stocked for guests. In my case, we went to heat up food in the oven and realized there was no pans, which I wouldve expected in the kitchen.",0.38749999999999996,Negative
5557092,Mary,4,"Check-in was easy, view is as beautiful as the pictures and amzing at night.  The location is great for walking to all attractions.  Starbucks right downstairs for coffee. Apartment is clean and the bed is comfy.",0.547142857142857,Positve
5557092,Aaron,5,Clean & beautiful location ,0.6083333333333334,Positve
5557092,Laura,5,"We had a really great time!
The checkin worked great (we could even check in earlier since the cleaning lady was done earlier than expected) and the flat was really clean when we arrived. Highlight of the flat is definitely the view!! The location is perfect, it is right in the middle of the city. All in all we would definitely come again.",0.25402930402930407,Negative
5557092,Julio,5,"Only stayed for one night but didn't have any issues. Check-in and check-out was easy to do. The host was quick to respond to messages. The view at night of the CN tower was amazing. The location was very convenient, several parking lots nearby and easy access to public transit. If I were to come visit Toronto again, this Airbnb would be worth a revisit.",0.25555555555555554,Negative
5557092,Mariah,5,"So, my boyfriend wanted specifically a high rise apartment in Toronto for a weekend getaway. This popped up and thought it was perfect no matter where in Toronto. Well, we made reservations to Momofuku and plans to go to an event at the convention center and realized it was all maybe 10 minute walk or less from our place. It was perfect! The view laying in the bed at night, seeing the CN Tower, was incredible! Make sure you check in at the front with security, they will yell at you if you try to bypass them. Besides that, everything was great! A grocery store was literally next door so we grabbed breakfast stuff to make and there is a Starbucks next door as well. Also, we’re kind of spoiled with a memory foam mattress at home so the bed was a downgrade for us but it wasn’t terrible.",0.3327777777777777,Negative
5557092,Aleigha,4,Amazing view on this cute little apartment. Perfect for a short get away for 2,0.3825,Negative
5557092,Charles,5,Quaint & cozy very clean space with a fantastic view... We can clearly see why Slim is a superhost!!,0.2082291666666667,Negative
5557092,Carlton,5,Our stay here was great. Beautiful view and very close to everything we wanted to do. Any questions we have were answered immediately. I would definitely stay here again,0.46249999999999997,Negative
5557092,Kelly,4,"The view was amazing as expected and check in was a breeze. Slim responded to all my questions in a timely manner and the place was cleaned up well. The only issue I had was that the shower curtain had a pink hue and black spots which I assumed was mold. Made the showering experience a bit uncomfortable, but other than that, everything was great.",0.051041666666666693,Negative
5557092,Anita,5,Really wonderful experience.,1.0,Positve
13716594,Brittany,4,"Management was amazing, very fast responses and very polite. Location was nice as well.",0.41500000000000004,Negative
13716594,Teena,1,"This place was built to make money, not provide hospitality or make a cozy atmosphere. It was more sterile than clean. It was freezing in there and I do not recommend staying there in cold months. Although they turned up the heat (remotely) I think, it was still cold. We turned down our blanket and realized there was no top sheet only a fitted sheet, which is gross! How many people have slept with that comforter on them! Disgusting! There were no extra sheets or blankets. Our romantic night turned into sleeping fully clothed with hats on to stay warm! To top it off I complained that there were no washcloths and was told by them that each guest gets 1 towel! I just wanted to wash my makeup off! In the morning we were woken by housekeeping knocking on the door even though we were granted a late checkout. We tried to savor the night and take a hot shower before we left and SURPRISE no hot water!! Are you kidding me!!!! It was an absolute disaster and we will never stay there again! Plus they were not helpful at all with giving me close parking lots near them, I was told they couldn’t help me but when we got there, there was a parking lot right across the street! After paying $58 dollars to park for the night we would of been better getting a hotel!",0.006906672402033731,Negative
13716594,Caiden,5,Really great location and easy check in with a convenient city parking lot across the street. The room was perfect for two people.,0.7444444444444445,Positve
13716594,Jyotika,4,"Clean, convenient, affordable. I was traveling alone and needed a safe, economical, non-fancy and clean place for myself. I stayed at their loft apartment the earlier night and that wasn’t available again, so I got this place. Both apartments are good.",0.37619047619047624,Negative
13716594,Dylan,4,Nice place to stay with easy access to downtown,0.5166666666666666,Positve
13716594,Shannon,5,Amazing location ! Super clean ! The only thing that was an issue was no tv and a lock on the thermostat so it was a little warm,0.3256944444444445,Negative
13716594,Michael,5,Good location downtown. Some homeless people walking around but not too bad. Building seems like all apartments are Airbnb. Mostly quiet except for 1 drunk person banging on door and screaming for about 10 min. Security guard there from 9 PM to 3 am. AC worked . Looks like apartment would be a little cold in the winter. Would definitelyrecommended this apartment,-0.21458333333333332,Negative
13716594,Zachary,5,Very clean nice apartment within walking distance from the city center. Excellent at communicating. Great stay!,0.5953333333333333,Positve
13716594,Gina,4,"My only issues are that I wasn’t aware there was want a closet and the mattress was terrible. I didn’t expect the Ritz Carlton mattress but I did expect a mid level one that didn’t leave me in pain every morning. 
The place could use a fresh coat of paint as there are scrape marks throughout the apt. 
Management company is amazing. Lightning fast response time",0.11875,Negative
13716594,Kevin,5,"For the price, you can’t find a better location. This place is steps from the Queen streetcar, and a few blocks from City Hall. It’s in kind of a weird building, and the floor it’s on makes it seem like this unit was built out of an office space, but once you’re inside your unit, it’s perfect. It was so very clean, had the basics, and was quiet. The parking is right out front on the street, and while you do have to pay, I didn’t for the entire time I was there and was not ticketed (do so at your own risk). I didn’t have to contact management at all, but they messaged me several times making sure I was OK, and I have no doubt that if I needed them, they’d be there.",0.2894139194139194,Negative
5025880,Morgan,5,Highly recommend!!,0.25,Negative
5025880,Ang,5,Had a nice stay!,0.75,Positve
5025880,Makayla,5,"Very cute, quaint, and cozy! Close enough for a nice trip downtown and far enough to avoid intense traffic!",0.19285714285714287,Negative
5025880,Kim,5,"Wonderful place. Lovely, clean and comfortable.",0.5666666666666667,Positve
5025880,Iasia,5,"Guest house was the perfect amount of space, Lina and Paul were very kind and communicated very well!",0.6766666666666667,Positve
5025880,Simanta,5,Very comfy and private. Great location as well. And always had helpful Quick responses. Will definitely be back.,0.26666666666666666,Negative
5025880,Erica,5,Great little space if you are in the area for a few days! Walked to the go station and spent the day in Toronto. Perfect for 1-2 people,0.25250000000000006,Negative
5025880,Tj,5,"Very very clean place, hosts are straight forward and extremely fast response time.",0.2922222222222222,Negative
5025880,Brittney,5,It was a great place! Lina and Paul were very kind and the studio was very clean!,0.7919444444444445,Positve
5025880,Arin,5,"One of the best Airbnb stays we have ever had! Very helpful, professional hosts and the location has access to everything you could need. A genuinely memorable part of our trip!",0.48125,Negative
14806985,Drew,3,"This was a nice location for people looking to be near bars and restaurant. We could get anywhere within 10 min walk or so. If you want to go to CN Tower, it might be most useful to get a car. There was no parking by the apartment, so be sure to find nice, affordable parking. It was very stressful when first arriving, because we couldn’t find anywhere to park. We will parked about two blocks away and had to tow our stuff to the room. Also, there is construction that was ongoing, which might of been minimizing the parking, but making many early mornings for light sleepers. My boyfriend and I loved Toronto! This is a nice place to rest after exciting days.",0.4160714285714286,Negative
14806985,Andrea,5,"Easy to find, easy to get into. We were able to find a parking spot on the street out front and because we arrived after 9pm and left before 8am, the parking was free. Neighborhood is safe. The bath tub is HUGE! There is a great Thai place across from the camera shop. Best Thai I've ever had, plus, they made us a take out order 10 minutes before closing on a Sunday night.",0.5074074074074074,Positve
14806985,David,3,"I found several items at the property to be sub-par. (1) Locking the thermost was not acceptable. (2) Not putting the towels in the bathroom was inconvenient. (3) The bathroom was clean but run-down with chipped tiles, missing shower door, adhoc tub access panel, etc.  (4) Lack of good clean drinking water options. (5) I really would have appreciated an iron for my dress shirt.",0.12916666666666665,Negative
14806985,Eric,5,"Nice place to stay. Good location near downtown Toronto, everything is within walking distance. Lots of space and the bathroom is very spacious. Easy check-in and check-out process. Would recommend staying here.",0.4066666666666666,Negative
14806985,Tj,4,This place definitely serve its purpose. Booked this last minute and was satisfied for a quick one night stay. Very responsive management. One thing I would say is you can hear almost anything in the apartment building/hallways.,0.20666666666666664,Negative
14806985,William,5,Everything was just as expected.,-0.1,Negative
14806985,Kathryn,1,"This was a nightmare.   The place itself was nice.  However, the host rented our floor to me (52 year old law professor, 21 year old daughter and 12 year old son) as well as to KIDS who had an all night party which involved many people running up and down the halls, smoking A LOT of pot (my twelve year old got contact high), blaring music, and screaming.  This went on from 7:30 p.m. until 3:00 a.m.  While the host's agents wrote back and stayed in touch, NO ONE showed up to shut down the party, no one called for or sent help, and when I asked for a reimbursement (just on principle) the host failed to respond.  We felt very unsafe.  After a few hours my plan was to leave and just pay for a hotel, however, it was TOO UNSAFE to leave our apartment.  When we left in the early morning, we could not exit the apartment because there was a 3 foot wide, 8 inch high pile of trash blocking our exit.   While my feeling WAS that a good host could unwittingly rent to a bad guest and thus I was willing to consider giving him the benefit of the doubt, the host proved himself to be untrustworthy when a) he failed to respond to my concerns the next day and failed to apologize or offer reimbursement (this wasn't about the money, it was the principle), and b) failed to send help when I said we felt unsafe.",-0.010046296296296312,Negative
14806985,Aj,5,"Great place, right downtown! Awesome price.",0.719047619047619,Positve
14806985,Joi,5,PaperBox Mgnt were excellent hosts! The apartment was super cozy and clean and so close to all the downtown action. They were available to talk to on demand when I was having trouble getting in and provided very detailed information so there was no confusion. I can’t recommend this place enough!!,0.25777777777777783,Negative
14806985,Erin,3,"There are better options in this price range in town. 

This place was really really barebones and not well kept up. It wasn't a horrible experience, but it really was not good either:
-There was a piece of foam core covering a hole on the wall by the bathtub, held on by packing tape. 
-The spray nozzle/hose by the tub faucet leaked water everywhere, which I didn't learn about until a bunch of my stuff got soaked.
-The shower rack was completely rust covered.
-One of the blinds was broken and stuck all the way down.
-The apartment was unbearably hot, but there was a lockbox over the thermostat.
-I also couldn't open one of the windows b/c it was stuck closed.
-There was also an alarm going off by the front door that never stopped beeping for the day and a half I was there.",-0.07685185185185185,Negative
18630892,Scott,5,This has probably been my favourite airbnb experience thus far. Couldn't find a single thing wrong with it. Thanks Erin and Carole for such a wonderful stay!,0.12142857142857144,Negative
18630892,Terence,5,I enjoyed my stay at Erin & Carole’s. Location was perfect. So many great places and restaurants nearby!,0.75,Positve
18630892,Caroline,5,"Amazing spot in downtown TO, super close to everything! Super easy check-in process, quiet, clean and comfortable. Loved it!",0.428125,Negative
18630892,Selma,5,It is a very nice place with a beautiful view   And great location. I will stay there again for sure.,0.7324999999999999,Positve
18630892,John,5,Great location for work or play in Toronto. Check in/out process was easy and hosts were available and responsive. I’ll definitely use again.,0.4083333333333333,Negative
18630892,Dmitri,5,"This place is in a great location, right next to the CN Tower, with lots of restaurants and bars nearby. My favorite part were the amazing views from the balcony! The apartment itself was modern, clean, and very comfortable.",0.4277976190476191,Negative
18630892,Bryson,5,"Great place to stay in a very nice building with a lovely view. Check-in and check-out couldn't have been any easier. The location is perfect, walking distance to almost everything and easy access to transit for everything else.",0.7026666666666668,Positve
18630892,Barbara,5,"The condo was beautiful and had an outstanding view! It was exactly as the pictures portrayed It.  It was very clean and decorated in a really nice casual, modern style. Andreanne and Carol were a phone call or text away if we needed anything. We are looking forward to staying here again and recommend it highly to anyone who wants to experience a truly spectacular urban get-a-way!",0.31469696969696975,Negative
18630892,Dani,5,Best Place I've Ever Stayed At!! Planning on coming back!,0.5,Neutral
