id,author,rating,comments
2078597,Ato,5,An excellent apartment in a very handy location of Toronto. The place was super clean and stylishly decorates. And kate was very easy to reach at all times. I will definitely live here again whenever I am in Toronto.
2078597,Larisse,5,"We loved it!  Location, comfort and amenities were great!  The space was inviting and clean.  Kate and Mike were very responsive and easy to communicate with!  We would not hesitate to book again!"
2078597,Anne,5,"A beautiful apartment in a very walker-friendly location.  Thoughtfully and comfortably decorated with the bonus of interesting, and often whimsical artwork.  The kitchen was especially appreciated--light and airy and completely outfitted with everything you'd need for meals ""at home."""
2078597,Tatjana,5,"Let me start by saying that this a very cosy, modern apartment with touch for details, fully equipped, located close to many restaurants, grocery stores. Communication with the host was exceptional and easy. We used a parking lot that was available for us. I would highly recomend Kate's place!"
2078597,Erik,5,"Very lovely accommodation in a neighborhood close to all things Toronto.  For anyone looking to get outdoors it's very close to Hyde Park, waterfront, and more.  Apartment is cozy and quiet.  All the amenities are up to date.  Many thanks to the hosts for a pleasant stay!"
2666562,Sheridan,5,Wonderful home and the owners are sweet folk. In a very calm quiet neighborhood.
2666562,Andrew,5,Clean space. Host was super timely in replying to us. Free parking and swimming pool is a plus
2666562,Delores,5,"Great place, I would definitely come back and recommend this place to my friends."
2666562,Lisa,5,This was my first time with AirBNB and if this is the quality of AirBNB I will never stay in a hotel again. Thank you Paul and Lena
2666562,Eva,5,"This was a great spot to stay during our visit to Toronto. We drove out there from Chicago and Lina was great at keeping in touch. She also made checking in super easy and gave us helpful information. The appartment is cozy, you have everything you need and it was a 30 min drive (more or less depending on traffic) to the entertainment district. It's also close to other attractions and grocery stores if you cook (we loved metro, it's similar to a Mariano's). Overall, we had a great experience."
3433630,Jieling,5,Harry is the best host Iâ€™ve ever met! His house is clean and comfortable - will def book again
3433630,Joe,5,Spotlessly clean in a quiet neighborhood. Harry was thorough regarding any and all information you could think of for the duration of my stay. 10/10 would recommend and/or stay again.
3433630,Christine,5,"Harry's place is very comfortable and clean.  I've stayed three times and used two of the rooms - third floor is my preference because the bathroom is roomier.  It is a shared bathroom, which didn't affect my stay at all.  The house is easy to get to and within easy walking distance of Scotiabank arena, St Lawrence Market, and Distillery District.  Also many nice shops and restaurants.  Parking is easy - just pop online - Harry will send you the site - and print your parking pass before you head to Toronto.  
Last but not least Harry is very warm and welcoming.  Great Host!!!
Highly recommend this Airbnb!!"
3433630,Ting,5,"Beautiful space, personable host. Would definitely book this place again if I return!"
3433630,Genevieve,5,"I would definitely recommend Harry's place at anytime, he was a great host and very welcoming. I truly enjoyed my stay."
3464606,Andrew,5,"The bedroom is beautiful, clean, and in a great location. Harry included a bunch of nice touches that made our stay a breeze!"
3464606,Mushtaba,5,An amazing stay. This was by far one of my best Airbnb stays ever. Harry is amazing. Check in process is seamless as well as checking out. The place is super clean and comfy. If I went back to Toronto Iâ€™d stay there again. Thanks Harry!!
3464606,Hanna,5,Harry's place is great! The bed is super comfortable and its quiet for being right in the city. Super easy check in and great host! I will be back.
3464606,Shirley,5,"The room was even better than pictured, clean, beautifully appointed, and well designed.  I particularly enjoyed the private en-suite bathroom, super convenient.

The check-in process was super smooth and communication were prompt and clear.  I loved the little note at my room door that welcomed me.

I also had the pleasure of meeting Harry and having an hour+ conversation with him, I just wish I had more time to hear all his incredible+interesting life stories.

When I come back to Toronto next time Iâ€™m definitely staying at Harryâ€™s and definitely for longer than a night (:

He desertall the superb reviews he has!"
3464606,Tifanne,5,I loves staying at Harry's.  Very quiet and clean with all the amenities you'd get a hotel and better.  The location was in perfect walking distance to a lot.  I felt safe.
3942993,Kristyn,5,Cozy unit in a great location! Parking on site and a park across the street. Able to walk everywhere! Would stay here again
3942993,Joann,5,Josephâ€™s place was great! It was very neat and clean and he helped sort out any problem we had! Would stay again if Iâ€™m ever back in Toronto!
3942993,Brianne,4,The location is great and the apartment is well appointed. The best was comfortable and the wifi was fast. Check in was easy with the lock box and their is convenient parking for $10/day behind the place if you drive in. I will say that the place is directly above a nightclub/bar which plays music until 2am. They are supposed to turn it off at 11pm but they did not. There is no counter in the bathroom to put your items on while getting ready but there is a big full length mirror in the spacious bedroom/living room that you can use to dry your hair or put on makeup. We did not use the kitchen so I can't speak to that aspect of the place. We went for a wedding and the venue was right around the corner so it was very convenient for us. It is centrally located and near lots of really great restaurants. We did have a chance to go to the Royal Ontario Museum and it was about 12 minutes by Lyft. Aside from the loud club underneath I would stay again.
3942993,Kristin,4,Great location. But be forewarned: the apartment is atop a bar/club. Loud music quite audible through the floor played till midnight on Thursday and 2 pm on Friday. A good set of earplugs is recommended.
3942993,Amanda,4,"This is a nice place! We enjoyed the view of the city outside our window. We struggled a bit as people coming from out-of-town to figure out parking downtown, the bathroom is a bit small, and the bar right below sometimes plays loud music well past midnight, but it was a decent space in a good location for getting to a lot of fun places in Toronto. Thank you Joseph!"
3950747,Alan,5,"Exceptional experience. Everything as described, very clean. Excellent location; couple blocks to Distillery district, easy walk to Union station and downtown. Harry was very responsive, and a perfect host. He even had suggestion for a walking route around town. Would definitely recommend to friends, and will stay again."
3950747,Damian,5,"Harryâ€™s house is wonderful, very clean in a perfect location. As a person he is awesome and friendly. 100% recommended"
3950747,Yuyan,5,"We had a very smooth stay. Harry is definitely a wonderful host, who also keeps everything clean and organized. He's helpful and considerate, he responded quickly too. If the bathroom pipes were quieter, this place would be more than perfect."
3950747,Jacie,5,"Thanks for everything Harry! We enjoyed our time in Toronto! Great local tips on where/what to do. Maybe need just a small trash in the room but otherwise, Great!"
3950747,Beth,4,"Harryâ€™s place is a chic urban townhouse. Lovely and immaculate, great location. The stairs are quite steep if you have heavy luggage and I had a snafu with technology and the heating system. Harry was very responsive."
3987246,Hamid,5,It was perfect .
3987246,Dan,5,"Elaine and Greg were a great host. I'd recommend anyone wanting to explore downtown Toronto to try out their place. Its next great restaurants as well as being located at a safe location. I enjoyed my stay while at their place. Try it out, you'll love the cleanliness, privacy, and most of all, the comfort."
3987246,Deshawna,5,Good location from everything you may want to see
3987246,Luis,4,"Great place for last min booking, thatâ€™s what I did since my flight got cancelled"
3987246,Keith,3,"Cool part of town, near the Distillery District."
3994370,Becky,5,This is a wonderful hostel-like home that was clean and beautiful. Elaine was a wonderful host.
3994370,Jessica,5,Awesome people. Elaine was very nice and thoughtful.
3994370,Omaya,5,Elaine and Greg have a very nice place. It is clean and easy to get in and out. I like the shared room because I am a solo traveler and itâ€™s nice to get to know new people.
3994370,Joyce,4,"Elaine & Greg, were truly amazing! My stay was a lot better than i had anticipated. Mainly because Iâ€™ve never gotten a shared Airbnb with strangers before. The experience was very convenient and the ladies who came in and out of the room i shared were all super nice.

I was a bit worried with the whole parking thing, as i had drove my car to Toronto. However, Elaine has great information regarding the cheap private parking lot. Which was super hassle free once parked. When i had a hard time finding it, she was very patient with directing me on the phone while at work too.

As far as the noise, I expected it to get a bit noisy due to the fact that multiple people live/sleep in the space. All with different sleep / wake times. The noise isnâ€™t obnoxious though, so it wasnâ€™t an issue for me. Falling asleep at night was really easy and waking up as an early riser was also noise free. I hardly noticed there were two other people in my space. 

Anyways, AMAZING place to stay. Itâ€™s super cheap and worth it! This location helped me spend my money on more amazing things for the few days I was there, instead of spending hundreds on a hotel/Airbnb."
3994370,Lenny,4,"If you need to crash for a few hours, this is the right place. Ear plugs recommended."
4198453,Johann,5,"Great place to stay. I would like to start saying that Quinn was really a great host, helping us to find a spot to park our car and flexible with the check in time. The studio is located in a great old-residential neighborhood. It is well equipped for couples or one person, who look for a good place to rest, get a good shower, have a good sleep and eat some easy food before go out. Is really close to the university of Toronto, Casa loma, Yorkville (best spot in town) and Kensington area but you have to walk or Uber your way. Iâ€™m not quite sure about the public transportation in the area. I will stay again for sure."
4198453,Rico,5,Host was very friendly. We are coming back and stay here again
4198453,Laura,5,Great location and communication between us and the host. They helped us secure a parking permit and were really responsive. Highly recommended for folks who wish you use public transport or to walk places!
4198453,Cynthia,4,Great location; close to fantastic restaurants and mass transit
4198453,Natasha,4,"We stayed at Quinn and Chrisâ€™s place for three nights this summer, and here is the list of of pros and cons as they appeared to me. 

Pros: 1.Good location. Most of the places were an easy Uber/Lyft ride away. And we had a very easy and pleasant walk to Kensington market. The neighborhood is lovely too and safe to walk around at night. 
2. Quinn and Chris were very helpful in accommodating our sudden need for a car parking spot. They printed out the permit and had it ready for us almost as soon as we asked. I also found them easier to reach through text messages than over the airbnb app.
3. The space itself is large and roomy though the bathroom is tiny. The kitchen serves well for quick and easy breakfast needs and it was stocked with staples such as butter/sugar/tea/ coffee/ necessary spices and so on. 
Cons: 1. The apartment listing mentions that the ceiling is low and might be a challenge for people who are 6â€™2 and over. However my husband who is a shade under 6ft had to continuously walk with his head bent in the hallway. Plus with the bathroom being small and the ceiling being low , the light there was almost at his temple. And after three days of walking with head tilted sideways he was thoroughly fed up. 
2. Since this is a basement apartment sounds do carry quite a bit from upstairs. 
3. The bedsheets and towels were all cleaned and washed, but bore mild stains from prior usage."
4565516,Matt,5,"Clean space in a great location for business or pleasure in downtown Toronto. Cal & Ali were great hosts who responded quickly, and made sure my stay was a good one."
4565516,Emily,5,Very responsive and in a great location!
4565516,Alessandro,5,Clean and well thought out. Highly recommend staying here!
4565516,Jeff,5,Great location across the street from convention center.  Excellent communication from Cal.   Modern apartment in a modern building.
4565516,Valerie,5,"Cal and Ali's place is very clean, quiet and nice to stay in. Cal is very quick to answer any questions/requests.  There also little details like the fridge full of bootle of water when you arrive which make the trip so much better. The location is amazing."
4828239,Yohanny,5,Place was fire!
4828239,Efrain,5,Great Host and Outstanding place.  Exactly as described and safe location with secure entrance.
4828239,Charlene,5,Very clean and up to date.  Also cozy if I may add
4828239,Bosede,4,"The T.â€™s place is a good and safe place to stay, especially if you are looking for a place closer to most local attractions and restaurants in downtown Toronto. It is close to subway, metro bus and trains station."
4828239,Zach,3,"Great location. Minutes from Union Station, however the check in procedures were inaccurate and confusing but the communication to get it sorted out was great."
4838440,John,5,"Adam is a great host who responded very quickly to our messages. His place is very clean, quiet and comfortable. Great location!"
4838440,Julianne,5,Great location. Perfect for two people. Adam was very quick to respond
4838440,Ti,5,"Place was super clean upon arrival, great location to walk or catch an uber anywhere in the city. Adam was great with communication and quick replies. Highly recommended."
4838440,Csilla,5,Adam is an excellent host who responded to us in a timely manner and answered every single question no matter how minuscule it may have appeared. Fantastic location and amenities nearby! I highly recommend Adam's apartment!
4838440,Ann,5,"â€œLuxuryâ€ is a suitable description for this unit; the building, cleanliness and extra touches throughout were wonderful. Location was great. Host was very responsive. Would definitely stay here again."
4922370,Merrick,5,Had a great time! It was really cool to talk to everyone staying there and the host are very knowledgeable on fun things to do in Toronto! Would stay again!
4922370,Kames,5,Cool spot.
4922370,Chetan,5,"Such. A. Clean. Place. 
Really enjoyed my stay! Wonderful place overall with lots of local tips."
4922370,Julie,4,"Close to Downtown, multiple guests, have to share a bathroom"
4922370,Tianna,3,"Awesome place, the location is a little far from the city but walkable."
5025880,Yonathan,5,"Itâ€™s a great place to stay nice and clean , the owners are friendly and make you feel home I would definitely recommend this place !!"
5025880,Melissa,5,"The place was spotless, the bed was comfortable and there was parking in the driveway so our car was not on the street, property was landscaped beautifully. It was my first Airbnb experience and it was a positive one. The train station was close and our host was helpful about directions etc. we didnâ€™t get to use the pool or the porch because it was cool and we got in late but it was all clean and inviting. Everything was as pictured , no complaints. There was also AC and heat. We used the heater as it did  cool off one night and it worked well to warm the room. No cable tv but WiFi was fine. We did not have laptops to hook up to tv but you could."
5025880,William,5,Close to the Go train and public beaches.Great places to eat near by.Looks as good as the pictures.Great hosts.
5025880,Randi,5,"Peaceful, quiet, clean, and welcoming:  The house has everything you need for an enjoyable stay.   We arrived a little ahead of schedule and Paul and Lina were kind enough to let us check in early.  
The porch just outside is a lovely place to eat meals and we roasted marshmallows in the backyard under the stars.  We swam in the pool and lounged pool side while chatting with and getting to know Paul.  
The house is also a convenient distance from Toronto.  It's a short drive into the city.  But there are parks and beaches nearby as well if you don't want to leave Scarborough."
5025880,Caitlyn,5,Perfect little space for a summer trip in Toronto!
5073623,John,5,"Room is clean. Location is in the heart of Toronto. A quick 10min walk from the train station to the location was perfect, especially since the  train station is the best way to the airport and Niagara Falls!"
5073623,Jen,5,Great location with tons of things to do and explore very close! Had a great time catching amazing live music :)
5073623,Mike,5,"Great value! Right downtown, affordable parking lot. The building is clean and quiet, and there is a surprise jacuzzi tub!"
5073623,Marc,4,It was good but expensive
5073623,James,4,"Good, safe location, easy walk to downtown, clean and bright space. It was pretty noisy at night."
5116831,Sue,5,Large apartment right on Roncesvalles. Very clean and comfortable. Hostess is responsive to the guestâ€™s needs. Have stayed here numerous times.
5116831,Marcus,5,"Cozy AirBnB next to public transit and a sharebike station. I really enjoyed the room itself, though the showers water pressure was kinda weak and the room could get a bit dark in the evening.

Elizabeth herself wasnâ€™t very kind and understanding. I was initially supposed to drive in at 9 pm, but was delayed to 10 pm, and Elizabeth was still there to greet me and check me in.

Note on parking: itâ€™s a bit of a workaround, but I would park in the paid parking lots (free through the night), then use the app to pay for a couple hours in the morning, and then move my car to the side street until I was ready to use it. A bit annoying as the app requires a $20 prepaid, but it was workable."
5116831,Saisha,5,"Met with Elizabeth to check in, she was very pleasant, gave us a ran down of everything. Easy free parking on the nearby streets. Many restaurants and cafes. Close to downtown. Highly recommended."
5116831,Mina,5,Great spot just outside downtown Toronto located near various lines. Elizabeth was so accommodating when we were stuck in traffic for check in and helped us with getting everything in the apartment and covered our parking.
5116831,Brandon,4,"Great neighborhood! Easy to hop on the street car and so many great restaurants and bars in the area! Easy walk to the waterfront, also! Convenient location if you want to stay outside of the city center."
5557092,Karen,5,"Great location, great views"
5557092,Wes,5,Nice apartment with a great view of the city
5557092,Dawn,5,Arrived a bit early to Toronto and wondered about getting to the Airbnb early and the host was very fast to respond to us! We had a great experience and the view was astounding! We loved it there and would definitely come back and stay again!
5557092,Jay,5,This apartment is great and very clean! Exactly as described. Slim is a great host and I would definitely stay here again!
5557092,Rachel,5,"Slims place is perfect for a trip to Toronto. We stayed at Slimâ€™s while in town for a concert and had an easy and quick walk to Scotia bank Arena as well as a 15 minute walk to Queen St W for bar hopping. Parking was easy because of the structure across the street. Starbucks is right next to the front door of the building so itâ€™s perfect to wake up and walk down stairs for a pick me up. And THE VIEW!! Absolutely amazing view. 
The place was clean, modern and in a great location. I would highly recommend staying at Slimâ€™s place for your trip."
5758430,Mary,5,"Fab location, stylish space, good communication from the host. Recommend!"
5758430,Nikki,5,It was pleasure staying at Vinnyâ€™s. He was helpful and communicative and his place was lovely. Highly recommend!
5758430,Scott,5,"Vinny's space was a great location for a great price. Clean, comfortable, and a very smooth, simple check in process. We appreciated the snacks left out for us and the washer/dryer was also handy towards the end of our trip. Overall a great experience! Perfect location for convention center travel."
5758430,Annie,5,"The place is great! It is quiet, gorgeous, and super affordable. I loved the spot, and would have stayed longer if I could! Def. coming back!!!"
5758430,Janet-Jon,5,"When you enter or exit the tall building that houses this apartment, look up! You will be in the immediate shadow of the CN Tower - it is incredibly close! We walked (with luggage) the five or six blocks from/to the Union train station for convenient airport access (UP Express), which normally would be easy without the heavy luggage, or tons of people out on the sidewalks, but with heavy luggage and Friday foot traffic it felt like a much longer walk. We survived and the apartment was worth it! The apartment is super clean, tastefully decorated and comfortably furnished; and it was very quiet and secure when we visited. We would definitely choose to stay there again."
5968455,Sebastiano,5,Great place
5968455,Shiv,5,Great location and wonderful hospitality
5968455,Irina,5,Great place to stay! Peggy and her mom were really knowledgable and kind hosts!
5968455,Dashaun,5,Everything about my stay was convenient. Peggy even showed me around the city and was a very thoughtful host.
5968455,Roberto,5,"Amazing place affordable and close to everything, clean space definitely recommended :)"
6063858,Angel,5,Great communication and location
6063858,Estefan,5,Clean and comfortable. Excellent location!!
6063858,Shawn,5,"This place is clean, and in a convenient location for tourists. The security team, and host organized everything for me when I arrived. Smooth transaction and I will come here again!"
6063858,John,4,"Overall a good apartment.  Checking in was terrible. Changed the original apartment and parking spot. Parking was in other building and getting luggage up and down was terrible with kids. View, pool and location was amazing."
6214925,Chris,5,"A great place with an easy to reach host. Perfect for my trip. Modern, clean, and a great view."
6214925,Jennifer,5,Very nice listing centrally located I was able to walk everywhere. Easy check in and very clean.
6214925,Pablo,5,"The apartment is very  well located, and the view is stunning. It is very clean, and Matt's hospitability is visible from opening the door. A basket of snacks was provided which was very appreciated as I arrived late at night. Access and communication with him were top notch. I very much appreciated his labels providing instructions on how to operate inside. I had no chance to do a trial and error as most of the time we do things as we are used in our house. What we forget is that Airbnb is not a hotel, but someone else's home which is open to us and hence we should treat it as if it was ours. I love the Airbnb community and thanks Matt for opening the doors to me and trusted me."
6214925,Michaela,5,Thank you Matt for a fantastic stay! The condo was in a great location and was clean and comfortable. Matt communicated very promptly to ensure our check in went smoothly. Will definitely visit Toronto again and stay at this Airbnb!! 10/10!
6214925,Pablo,4,I returned to Matt's apartment which now it became my home away from home in Toronto. the view at night is such a bonus- on top of everything else which is top notch!
6406028,Sean,5,Elaine is great!
6406028,Diane,5,"Very conveniently located, wonderful hosts, this is a bustling air bnb with lots of activity. But still, quiet, clean, peaceful, tasteful space with good heat and lovely washroom."
6406028,Mike,5,"Love the location with many places of interest easily walkable. A bonus was being able to meet the hosts--Elaine was kind enough to serve me dinner on my first night. My room was small, but well furnished and comfortable.  Outstanding value for location and amenities."
6406028,Greg,5,"This was my first air bnb stay in a room within a house.  The host were well organized, and the overall stay pleasant.  Good value versus a full service hotel."
6406028,Clarisse,4,I had a great stay at Elaine and Gregâ€™s place. Their place is minutes from the downtown scene.
6504852,Kyra,5,"Marie is wonderful, the place is perfect and I canâ€™t wait to return."
6504852,Jack,5,"This was a glorious place to stay, filled with light and charming touches. Marie is a kind and brilliant host. I would gladly stay again!"
6504852,Mackenzie,5,"A creative and character filled space. Great location! Walkable to restaurants, grocery store, LCBO and distillery district. The space is bright and open and the bed is quite comfy. 

With all of the books on the shelves and the piano it just feels like home."
6504852,J.J.,5,Super cool and cozy place. Marie is nice and easy to reach. Highly recommended :)
6504852,Kip,4,"First, let me say that the host was very communicative, helpful, and responsive - some of the best and clearest host communications I've experienced.   The location was convenient for me, as it is near a business location.   The space was as described - quirky and designer focused.    Bathroom was small but well appointed and clean.   Kitchen is not the best if you plan on doing any extensive cooking - it's functional, but barely.   Bed was extremely comfortable, and entire place, though ""vintage"" in styling, was very clean."
6603099,Roger,5,"Shirin is warm and kind!! The place is cozy and in an amazing location, can get anywhere and in a neat neighborhood. Donâ€™t know why you wouldnâ€™t stay here if you are passing through Torontoâ€” great place to stay."
6603099,Frank,5,"Great price, great location, and great hostess!  If you're travelling by yourself, it's the perfect place to stay while you're in Toronto.  Shirin is a sweetheart and a lovely host!"
6603099,Brian,5,Great location and always very clean. I've stayed here before and will again!
6603099,Allison,5,What a great stay at just the right price!
6603099,Marian,5,Second visit in one month.  Beautiful town house with cute bedroom on third floor.  Immaculately clean.  Fantastic value. Thanks again Shirin!
6957784,Hewad,5,Paul and Shelleys space was great and accurately described. The sauna was a great unique touch
6957784,Nina,5,Shelleyâ€™s place was perfect for our quick weekend away. It was easy to access and a short walk to bars and restaurants. Shelley was quick to respond and very hospitable. We would definitely book again!
6957784,Marta,5,"Location was perfect! Two blocks from Queen St on one side, two blocks from Dundas on the other. Quiet neighborhood feel but next to amazing bars, restaurants and shops.

We had a blast and took full advantage of a sauna room after our mornings or evenings out. The bed was incredibly comfortable and we loved the private feel."
6957784,Colin,5,Very clean and nice studio. It was the perfect place to stay for my girlfriend and I's visit to Toronto. The sauna was a huge bonus to utilize at the end of each long day out and the studio was very private as well. Shelley was an excellent host with very prompt and friendly responses. She definitely made us feel more than welcomed and we have nothing but good things to say about our stay!
6957784,Jessica,3,The location is great. The shower situation is not fantastic.
7027641,Donna,5,"Mohamedâ€™s place has fantastic views!  The unit had everything we needed for our stay. Beds were very comfortable. Loved the location. I mean, you canâ€™t find a better location in Toronto if youâ€™re looking for things to do within walking distance. Lots of great food and pubs!  Close to the waterfront, union station and sporting events. I would definitely recommend checking this one out if you have a stay coming up in Toronto."
7027641,Jessica,5,"This was our second stay with Mohamed and it was as great as the first. The location cannot be beat: a Longos in the same bldg and walking distance to downtown and Old Toronto. I do Airbnbs fairly often and no host has a better response time than Mohamed. I always feel as if I'm relating to a real person. I would definitely rent a third time. The condo is spotless, comfortable and full of amenities, like laundry detergent and spices, oils, for cooking."
7027641,Jamie,5,If you are looking for an amazing condo with amazing views and in the heart of the entertainment district this is your place. :) Amazing place to stay and will be back again.
7027641,Peyman,5,"This is an amazing condo in the best location in the city.  Your are literally across the street from Union station and within walking distance not only to CN tower but also to the pear where you can take the ferry.  The condo has amazing views of the lake and the city.   It was exceptionally clean and stocked with any thing you need. there was even spices if you want to cook.  the attention to detail was amazing and honestly the best condo I have stayed over the world, and I have stayed in many different countries and cities.  Mohammad is extremely helpful and he even helped us jump start our car on the day we were leaving.  I can not say enough good things about this condo and the host."
7027641,Antionette,5,"This location is absolutely amazing! You will love, love the view and amenities. My advice read through all of the check-in instructions you will need them. Overall experience worth every dime."
7047706,Christie,5,Marco was very nice and the place was very clean!
7047706,Sreya,5,Marcos place was close to the city and public transport making it a very convenient place to stay! It was clean  and had everything we needed. Would recommend and would stay again!
7047706,Esteban,5,"Marco was a great host.
Communication was very clear and he was very responsive. He provided great instructions for the check in and the stay at his place.
The bed and pillows were comfortable, and the neighborhood is great.
I would highly recommend staying at Marcoâ€™s place."
7047706,Tereza,5,"I highly recommend this place! Very good location, everything there is nice, clean and easy to learn. Marco is very helpful and nice host!"
7047706,Seth,5,"Marco is a world-class host. He is personable, easy to connect with and communicate with, and very knowledgeable about all things Toronto plus some. Marco made my stay very individualized and not just a ""here are the top-tourist spots in Toronto just do them."" Marco got to know me as soon as I stepped foot in the door. Once he figured out what I liked and didn't like and what I was looking to do or see in Toronto, he hooked me up with a very individualized set of options. His recommendations are sound and he really helps you understand a lot of variety that Toronto has to offer. His personality and intuition is top notch. As for the space, it was tip-top clean. Well-organized, simple space in a quiet neighborhood. Great location for access to the subway! Great space to come back to relax in after a busy day in the city and it even includes a nice back porch! Highly recommend taking advantage of Marco's space if/when it is available, it will be a stay you will never regret!"
7132329,Caroline,5,"Fantastic location, clean and comfortable  apartment and great gym!"
7132329,Lisa,5,This condo was perfect for our trip to Toronto for the 2019 Film Festival.  Very convenient downtown location.
7132329,Douglas,5,"Clean, well equipped, great location.  The condo is well organized, has a nice entertainment system, comfortable bed, and a great view.  It is in a convenient location with many stores and restaurants within a few minutes walk.  The assigned parking in the basement is both convenient and warm if you visit in the winter with easy access to the elevator. Highly recommended."
